序列(Payload),序列位置,序列长度,来源reads编号及方向,Witness值,Witness阈值
null,204,8124,+6;,318,390
null,205,8123,+6;,318,390
null,205,8122,+6;,323,390
null,205,8124,+6;,316,390
null,206,8123,+6;,319,390
null,206,8122,+6;,320,390
null,206,8124,+6;,317,390
null,207,8123,+6;,321,390
null,207,8122,+6;,323,390
null,207,8124,+6;,321,390
null,208,8123,+6;,323,390
null,208,8122,+6;,322,390
null,208,8124,+6;,322,390
null,209,8123,+6;,316,390
null,209,8122,+6;,316,390
null,209,8124,+6;,314,390
null,210,8123,+6;,312,390
null,210,8122,+6;,314,390
null,210,8124,+6;,315,390
null,211,8123,+6;,320,390
null,211,8122,+6;,316,390
null,211,8124,+6;,329,390
null,212,8123,+6;,333,390
null,212,8122,+6;,324,390
null,212,8124,+6;,333,390
null,213,8123,+6;,335,390
null,213,8122,+6;,335,390
null,213,8124,+6;,335,390
null,214,8123,+6;,335,390
null,214,8122,+6;,334,390
null,214,8124,+6;,336,390
null,215,8123,+6;,335,390
null,215,8122,+6;,334,390
null,215,8124,+6;,333,390
null,216,8123,+6;,333,390
null,216,8122,+6;,335,390
null,216,8124,+6;,334,390
null,217,8123,+6;,334,390
null,217,8122,+6;,333,390
null,217,8124,+6;,339,390
null,218,8123,+6;,338,390
null,218,8122,+6;,334,390
null,218,8124,+6;,336,390
null,219,8123,+6;,339,390
null,219,8122,+6;,341,390
null,219,8124,+6;,337,390
null,220,8123,+6;,339,390
null,220,8122,+6;,341,390
null,220,8124,+6;,339,390
null,221,8123,+6;,338,390
null,221,8122,+6;,337,390
null,221,8124,+6;,336,390
null,222,8123,+6;,333,390
null,222,8122,+6;,335,390
null,222,8124,+6;,336,390
null,223,8123,+6;,332,390
null,223,8122,+6;,328,390
null,223,8124,+6;,331,390
null,224,8123,+6;,328,390
null,224,8122,+6;,327,390
null,224,8124,+6;,333,390
null,225,8123,+6;,334,390
null,225,8122,+6;,329,390
null,225,8124,+6;,334,390
null,226,8123,+6;,333,390
null,226,8122,+6;,333,390
null,226,8124,+6;,334,390
null,227,8123,+6;,336,390
null,227,8122,+6;,334,390
null,227,8124,+6;,336,390
null,228,8123,+6;,330,390
null,228,8122,+6;,332,390
null,228,8124,+6;,337,390
null,229,8123,+6;,335,390
null,229,8122,+6;,328,390
null,229,8124,+6;,333,390
null,230,8123,+6;,337,390
null,230,8122,+6;,339,390
null,230,8124,+6;,329,390
null,231,8123,+6;,324,390
null,231,8122,+6;,332,390
null,231,8124,+6;,327,390
null,232,8123,+6;,322,390
null,232,8122,+6;,319,390
null,232,8124,+6;,327,390
null,233,8123,+6;,329,390
null,233,8122,+6;,325,390
null,233,8124,+6;,328,390
null,234,8123,+6;,331,390
null,234,8122,+6;,332,390
null,234,8124,+6;,325,390
null,235,8123,+6;,324,390
null,235,8122,+6;,330,390
null,235,8124,+6;,326,390
null,236,8123,+6;,325,390
null,236,8122,+6;,324,390
null,236,8124,+6;,324,390
null,237,8123,+6;,329,390
null,237,8122,+6;,332,390
null,237,8124,+6;,330,390
null,238,8123,+6;,326,390
null,238,8122,+6;,325,390
null,238,8124,+6;,333,390
null,239,8123,+6;,332,390
null,239,8122,+6;,326,390
null,239,8124,+6;,329,390
null,240,8123,+6;,328,390
null,240,8122,+6;,331,390
null,240,8124,+6;,319,390
null,241,8123,+6;,317,390
null,241,8122,+6;,324,390
null,241,8124,+6;,321,390
null,242,8123,+6;,319,390
null,242,8122,+6;,315,390
null,242,8124,+6;,319,390
null,243,8123,+6;,320,390
null,243,8122,+6;,321,390
null,243,8124,+6;,318,390
null,244,8123,+6;,319,390
null,244,8122,+6;,320,390
null,244,8124,+6;,321,390
null,245,8123,+6;,325,390
null,245,8122,+6;,323,390
null,245,8124,+6;,318,390
null,246,8123,+6;,317,390
null,246,8122,+6;,323,390
null,246,8124,+6;,316,390
null,247,8123,+6;,319,390
null,247,8122,+6;,320,390
null,247,8124,+6;,315,390
null,248,8123,+6;,309,390
null,248,8122,+6;,313,390
null,248,8124,+6;,309,390
null,249,8123,+6;,308,390
null,249,8122,+6;,308,390
null,249,8124,+6;,313,390
null,250,8123,+6;,317,390
null,250,8122,+6;,313,390
null,250,8124,+6;,312,390
null,251,8123,+6;,309,390
null,251,8122,+6;,314,390
null,251,8124,+6;,307,390
null,252,8123,+6;,311,390
null,252,8122,+6;,311,390
null,252,8124,+6;,312,390
null,253,8123,+6;,321,390
null,253,8122,+6;,320,390
null,253,8124,+6;,315,390
null,254,8123,+6;,309,390
null,254,8122,+6;,315,390
null,254,8124,+6;,305,390
null,255,8123,+6;,302,390
null,255,8122,+6;,306,390
null,255,8124,+6;,302,390
null,256,8123,+6;,303,390
null,256,8122,+6;,302,390
null,256,8124,+6;,304,390
null,257,8123,+6;,302,390
null,257,8122,+6;,301,390
null,257,8124,+6;,304,390
null,258,8123,+6;,304,390
null,258,8122,+6;,303,390
null,258,8124,+6;,305,390
null,259,8123,+6;,305,390
null,259,8122,+6;,304,390
null,259,8124,+6;,307,390
null,260,8123,+6;,307,390
null,260,8122,+6;,305,390
null,260,8124,+6;,306,390
null,261,8123,+6;,306,390
null,261,8122,+6;,307,390
null,261,8124,+6;,305,390
null,262,8123,+6;,305,390
null,262,8122,+6;,306,390
null,262,8124,+6;,306,390
null,263,8123,+6;,309,390
null,263,8122,+6;,307,390
null,263,8124,+6;,310,390
null,264,8123,+6;,306,390
null,264,8122,+6;,305,390
null,264,8124,+6;,305,390
null,265,8123,+6;,305,390
null,265,8122,+6;,306,390
null,265,8124,+6;,311,390
null,266,8123,+6;,309,390
null,266,8122,+6;,303,390
null,266,8124,+6;,311,390
null,267,8123,+6;,313,390
null,267,8122,+6;,310,390
null,267,8124,+6;,313,390
null,268,8123,+6;,315,390
null,268,8122,+6;,316,390
null,268,8124,+6;,313,390
null,269,8123,+6;,315,390
null,269,8122,+6;,317,390
null,269,8124,+6;,310,390
null,270,8123,+6;,307,390
null,270,8122,+6;,312,390
null,270,8124,+6;,309,390
null,271,8123,+6;,308,390
null,271,8122,+6;,306,390
null,271,8124,+6;,308,390
null,272,8123,+6;,313,390
null,272,8122,+6;,313,390
null,272,8124,+6;,314,390
null,273,8123,+6;,307,390
null,273,8122,+6;,307,390
null,273,8124,+6;,307,390
null,274,8123,+6;,312,390
null,274,8122,+6;,310,390
null,274,8124,+6;,311,390
null,275,8123,+6;,310,390
null,275,8122,+6;,310,390
null,275,8124,+6;,310,390
null,276,8123,+6;,310,390
null,276,8122,+6;,310,390
null,276,8124,+6;,309,390
null,277,8123,+6;,315,390
null,277,8122,+6;,316,390
null,277,8124,+6;,313,390
null,278,8123,+6;,308,390
null,278,8122,+6;,310,390
null,278,8124,+6;,316,390
null,279,8123,+6;,318,390
null,279,8122,+6;,310,390
null,279,8124,+6;,319,390
null,280,8123,+6;,313,390
null,280,8122,+6;,312,390
null,280,8124,+6;,314,390
null,281,8123,+6;,309,390
null,281,8122,+6;,308,390
null,281,8124,+6;,307,390
null,282,8123,+6;,308,390
null,282,8122,+6;,310,390
null,282,8124,+6;,311,390
null,283,8123,+6;,313,390
null,283,8122,+6;,310,390
null,283,8124,+6;,318,390
null,284,8123,+6;,317,390
null,284,8122,+6;,312,390
null,284,8124,+6;,319,390
null,285,8123,+6;,312,390
null,285,8122,+6;,310,390
null,285,8124,+6;,306,390
null,286,8123,+6;,305,390
null,286,8122,+6;,311,390
null,286,8124,+6;,302,390
null,287,8123,+6;,301,390
null,287,8122,+6;,304,390
null,287,8124,+6;,300,390
null,288,8123,+6;,303,390
null,288,8122,+6;,304,390
null,288,8124,+6;,296,390
null,289,8123,+6;,293,390
null,289,8122,+6;,300,390
null,289,8124,+6;,295,390
null,290,8123,+6;,303,390
null,290,8122,+6;,302,390
null,290,8124,+6;,302,390
null,291,8123,+6;,298,390
null,291,8122,+6;,299,390
null,291,8124,+6;,296,390
null,292,8123,+6;,293,390
null,292,8122,+6;,295,390
null,292,8124,+6;,295,390
null,293,8123,+6;,302,390
null,293,8122,+6;,300,390
null,293,8124,+6;,303,390
null,294,8123,+6;,295,390
null,294,8122,+6;,295,390
null,294,8124,+6;,299,390
null,295,8123,+6;,301,390
null,295,8122,+6;,298,390
null,295,8124,+6;,296,390
null,296,8123,+6;,302,390
null,296,8122,+6;,307,390
null,296,8124,+6;,301,390
null,297,8123,+6;,302,390
null,297,8122,+6;,300,390
null,297,8124,+6;,303,390
null,298,8123,+6;,299,390
null,298,8122,+6;,299,390
null,298,8124,+6;,301,390
null,299,8123,+6;,301,390
null,299,8122,+6;,296,390
null,299,8124,+6;,301,390
null,300,8123,+6;,303,390
null,300,8122,+6;,302,390
null,300,8124,+6;,304,390
null,301,8123,+6;,310,390
null,301,8122,+6;,309,390
null,301,8124,+6;,311,390
null,302,8123,+6;,311,390
null,302,8122,+6;,310,390
null,302,8124,+6;,311,390
null,303,8123,+6;,311,390
null,303,8122,+6;,311,390
null,303,8124,+6;,311,390
null,304,8123,+6;,307,390
null,304,8122,+6;,307,390
null,304,8124,+6;,311,390
null,305,8123,+6;,309,390
null,305,8122,+6;,306,390
null,305,8124,+6;,305,390
null,306,8123,+6;,302,390
null,306,8122,+6;,306,390
null,306,8124,+6;,308,390
null,307,8123,+6;,309,390
null,307,8122,+6;,304,390
null,307,8124,+6;,308,390
null,308,8123,+6;,311,390
null,308,8122,+6;,312,390
null,308,8124,+6;,312,390
null,309,8123,+6;,308,390
null,309,8122,+6;,307,390
null,309,8124,+6;,308,390
null,310,8123,+6;,304,390
null,310,8122,+6;,302,390
null,310,8124,+6;,304,390
null,311,8123,+6;,305,390
null,311,8122,+6;,304,390
null,311,8124,+6;,309,390
null,312,8123,+6;,299,390
null,312,8122,+6;,295,390
null,312,8124,+6;,295,390
null,313,8123,+6;,295,390
null,313,8122,+6;,299,390
null,313,8124,+6;,291,390
null,314,8123,+6;,295,390
null,314,8122,+6;,299,390
null,314,8124,+6;,293,390
null,315,8123,+6;,290,390
null,315,8122,+6;,293,390
null,315,8124,+6;,289,390
null,316,8123,+6;,290,390
null,316,8122,+6;,289,390
null,316,8124,+6;,291,390
null,317,8123,+6;,291,390
null,317,8122,+6;,290,390
null,317,8124,+6;,291,390
null,318,8123,+6;,295,390
null,318,8122,+6;,295,390
null,318,8124,+6;,291,390
null,319,8123,+6;,290,390
null,319,8122,+6;,296,390
null,319,8124,+6;,297,390
null,320,8123,+6;,297,390
null,320,8122,+6;,289,390
null,320,8124,+6;,299,390
null,321,8123,+6;,303,390
null,321,8122,+6;,301,390
null,321,8124,+6;,298,390
null,322,8123,+6;,298,390
null,322,8122,+6;,304,390
null,322,8124,+6;,300,390
null,323,8123,+6;,296,390
null,323,8122,+6;,295,390
null,323,8124,+6;,295,390
null,324,8123,+6;,297,390
null,324,8122,+6;,298,390
null,324,8124,+6;,299,390
null,325,8123,+6;,297,390
null,325,8122,+6;,295,390
null,325,8124,+6;,291,390
null,326,8123,+6;,286,390
null,326,8122,+6;,292,390
null,326,8124,+6;,286,390
null,327,8123,+6;,278,390
null,327,8122,+6;,278,390
null,327,8124,+6;,280,390
null,328,8123,+6;,284,390
null,328,8122,+6;,282,390
null,328,8124,+6;,283,390
null,329,8123,+6;,285,390
null,329,8122,+6;,285,390
null,329,8124,+6;,284,390
null,330,8123,+6;,284,390
null,330,8122,+6;,285,390
null,330,8124,+6;,282,390
null,331,8123,+6;,288,390
null,331,8122,+6;,286,390
null,331,8124,+6;,284,390
null,332,8123,+6;,285,390
null,332,8122,+6;,289,390
null,332,8124,+6;,283,390
null,333,8123,+6;,282,390
null,333,8122,+6;,284,390
null,333,8124,+6;,286,390
null,334,8123,+6;,294,390
null,334,8122,+6;,290,390
null,334,8124,+6;,293,390
null,335,8123,+6;,294,390
null,335,8122,+6;,295,390
null,335,8124,+6;,289,390
null,336,8123,+6;,293,390
null,336,8122,+6;,296,390
null,336,8124,+6;,292,390
null,337,8123,+6;,287,390
null,337,8122,+6;,288,390
null,337,8124,+6;,284,390
null,338,8123,+6;,284,390
null,338,8122,+6;,287,390
null,338,8124,+6;,284,390
null,339,8123,+6;,288,390
null,339,8122,+6;,288,390
null,339,8124,+6;,288,390
null,340,8123,+6;,292,390
null,340,8122,+6;,292,390
null,340,8124,+6;,303,390
null,341,8123,+6;,300,390
null,341,8122,+6;,290,390
null,341,8124,+6;,298,390
null,342,8123,+6;,293,390
null,342,8122,+6;,295,390
null,342,8124,+6;,291,390
null,343,8123,+6;,293,390
null,343,8122,+6;,294,390
null,343,8124,+6;,297,390
null,344,8123,+6;,289,390
null,344,8122,+6;,286,390
null,344,8124,+6;,289,390
null,345,8123,+6;,285,390
null,345,8122,+6;,286,390
null,345,8124,+6;,291,390
null,346,8123,+6;,287,390
null,346,8122,+6;,281,390
null,346,8124,+6;,285,390
null,347,8123,+6;,283,390
null,347,8122,+6;,286,390
null,347,8124,+6;,281,390
null,348,8123,+6;,279,390
null,348,8122,+6;,282,390
null,348,8124,+6;,278,390
null,349,8123,+6;,281,390
null,349,8122,+6;,282,390
null,349,8124,+6;,279,390
null,350,8123,+6;,286,390
null,350,8122,+6;,287,390
null,350,8124,+6;,289,390
null,351,8123,+6;,288,390
null,351,8122,+6;,285,390
null,351,8124,+6;,284,390
null,352,8123,+6;,281,390
null,352,8122,+6;,285,390
null,352,8124,+6;,282,390
null,353,8123,+6;,281,390
null,353,8122,+6;,281,390
null,353,8124,+6;,281,390
null,354,8123,+6;,281,390
null,354,8122,+6;,281,390
null,354,8124,+6;,281,390
null,355,8123,+6;,285,390
null,355,8122,+6;,285,390
null,355,8124,+6;,284,390
null,356,8123,+6;,288,390
null,356,8122,+6;,289,390
null,356,8124,+6;,285,390
null,357,8123,+6;,287,390
null,357,8122,+6;,289,390
null,357,8124,+6;,288,390
null,358,8123,+6;,288,390
null,358,8122,+6;,287,390
null,358,8124,+6;,291,390
null,359,8123,+6;,293,390
null,359,8122,+6;,290,390
null,359,8124,+6;,294,390
null,360,8123,+6;,298,390
null,360,8122,+6;,297,390
null,360,8124,+6;,298,390
null,361,8123,+6;,296,390
null,361,8122,+6;,296,390
null,361,8124,+6;,295,390
null,362,8123,+6;,297,390
null,362,8122,+6;,298,390
null,362,8124,+6;,296,390
null,363,8123,+6;,291,390
null,363,8122,+6;,290,390
null,363,8124,+6;,290,390
null,364,8123,+6;,294,390
null,364,8122,+6;,295,390
null,364,8124,+6;,291,390
null,365,8123,+6;,287,390
null,365,8122,+6;,290,390
null,365,8124,+6;,285,390
null,366,8123,+6;,284,390
null,366,8122,+6;,286,390
null,366,8124,+6;,285,390
null,367,8123,+6;,282,390
null,367,8122,+6;,280,390
null,367,8124,+6;,282,390
null,368,8123,+6;,280,390
null,368,8122,+6;,280,390
null,368,8124,+6;,285,390
null,369,8123,+6;,287,390
null,369,8122,+6;,284,390
null,369,8124,+6;,286,390
null,370,8123,+6;,288,390
null,370,8122,+6;,288,390
null,370,8124,+6;,289,390
null,371,8123,+6;,286,390
null,371,8122,+6;,285,390
null,371,8124,+6;,285,390
null,372,8123,+6;,285,390
null,372,8122,+6;,286,390
null,372,8124,+6;,286,390
null,373,8123,+6;,285,390
null,373,8122,+6;,284,390
null,373,8124,+6;,279,390
null,374,8123,+6;,277,390
null,374,8122,+6;,281,390
null,374,8124,+6;,271,390
null,375,8123,+6;,272,390
null,375,8122,+6;,280,390
null,375,8124,+6;,274,390
null,376,8123,+6;,271,390
null,376,8122,+6;,270,390
null,376,8124,+6;,266,390
null,377,8123,+6;,266,390
null,377,8122,+6;,271,390
null,377,8124,+6;,269,390
null,378,8123,+6;,266,390
null,378,8122,+6;,263,390
null,378,8124,+6;,268,390
null,379,8123,+6;,269,390
null,379,8122,+6;,267,390
null,379,8124,+6;,265,390
null,380,8123,+6;,264,390
null,380,8122,+6;,269,390
null,380,8124,+6;,264,390
null,381,8123,+6;,273,390
null,381,8122,+6;,272,390
null,381,8124,+6;,273,390
null,382,8123,+6;,275,390
null,382,8122,+6;,275,390
null,382,8124,+6;,275,390
null,383,8123,+6;,273,390
null,383,8122,+6;,273,390
null,383,8124,+6;,278,390
null,384,8123,+6;,273,390
null,384,8122,+6;,268,390
null,384,8124,+6;,278,390
null,385,8123,+6;,279,390
null,385,8122,+6;,274,390
null,385,8124,+6;,280,390
null,386,8123,+6;,276,390
null,386,8122,+6;,275,390
null,386,8124,+6;,274,390
null,387,8123,+6;,279,390
null,387,8122,+6;,281,390
null,387,8124,+6;,284,390
null,388,8123,+6;,284,390
null,388,8122,+6;,281,390
null,388,8124,+6;,286,390
null,389,8123,+6;,283,390
null,389,8122,+6;,280,390
null,389,8124,+6;,285,390
null,390,8123,+6;,280,390
null,390,8122,+6;,278,390
null,390,8124,+6;,276,390
null,391,8123,+6;,280,390
null,391,8122,+6;,283,390
null,391,8124,+6;,283,390
null,392,8123,+6;,283,390
null,392,8122,+6;,278,390
null,392,8124,+6;,280,390
null,393,8123,+6;,284,390
null,393,8122,+6;,287,390
null,393,8124,+6;,277,390
null,394,8123,+6;,278,390
null,394,8122,+6;,285,390
null,394,8124,+6;,276,390
null,395,8123,+6;,272,390
null,395,8122,+6;,275,390
null,395,8124,+6;,276,390
null,396,8123,+6;,279,390
null,396,8122,+6;,275,390
null,396,8124,+6;,273,390
null,397,8123,+6;,269,390
null,397,8122,+6;,275,390
null,397,8124,+6;,270,390
null,398,8123,+6;,272,390
null,398,8122,+6;,270,390
null,398,8124,+6;,280,390
null,399,8123,+6;,282,390
null,399,8122,+6;,275,390
null,399,8124,+6;,277,390
null,400,8123,+6;,277,390
null,400,8122,+6;,283,390
null,400,8124,+6;,277,390
null,401,8123,+6;,274,390
null,401,8122,+6;,274,390
null,401,8124,+6;,278,390
null,402,8123,+6;,277,390
null,402,8122,+6;,274,390
null,402,8124,+6;,277,390
null,403,8123,+6;,274,390
null,403,8122,+6;,274,390
null,403,8124,+6;,276,390
null,404,8123,+6;,276,390
null,404,8122,+6;,274,390
null,404,8124,+6;,276,390
null,405,8123,+6;,277,390
null,405,8122,+6;,277,390
null,405,8124,+6;,276,390
null,406,8123,+6;,271,390
null,406,8122,+6;,272,390
null,406,8124,+6;,272,390
null,407,8123,+6;,269,390
null,407,8122,+6;,268,390
null,407,8124,+6;,266,390
null,408,8123,+6;,265,390
null,408,8122,+6;,268,390
null,408,8124,+6;,263,390
null,409,8123,+6;,263,390
null,409,8122,+6;,266,390
null,409,8124,+6;,262,390
null,410,8123,+6;,260,390
null,410,8122,+6;,263,390
null,410,8124,+6;,259,390
null,411,8123,+6;,257,390
null,411,8122,+6;,259,390
null,411,8124,+6;,254,390
null,412,8123,+6;,262,390
null,412,8122,+6;,263,390
null,412,8124,+6;,267,390
null,413,8123,+6;,269,390
null,413,8122,+6;,264,390
null,413,8124,+6;,272,390
null,414,8123,+6;,272,390
null,414,8122,+6;,269,390
null,414,8124,+6;,272,390
null,415,8123,+6;,270,390
null,415,8122,+6;,270,390
null,415,8124,+6;,269,390
null,416,8123,+6;,274,390
null,416,8122,+6;,275,390
null,416,8124,+6;,272,390
null,417,8123,+6;,270,390
null,417,8122,+6;,272,390
null,417,8124,+6;,270,390
null,418,8123,+6;,269,390
null,418,8122,+6;,268,390
null,418,8124,+6;,270,390
null,419,8123,+6;,269,390
null,419,8122,+6;,268,390
null,419,8124,+6;,266,390
null,420,8123,+6;,261,390
null,420,8122,+6;,266,390
null,420,8124,+6;,263,390
null,421,8123,+6;,262,390
null,421,8122,+6;,260,390
null,421,8124,+6;,264,390
null,422,8123,+6;,264,390
null,422,8122,+6;,262,390
null,422,8124,+6;,259,390
null,423,8123,+6;,259,390
null,423,8122,+6;,264,390
null,423,8124,+6;,257,390
null,424,8123,+6;,256,390
null,424,8122,+6;,259,390
null,424,8124,+6;,253,390
null,425,8123,+6;,252,390
null,425,8122,+6;,254,390
null,425,8124,+6;,252,390
null,426,8123,+6;,252,390
null,426,8122,+6;,252,390
null,426,8124,+6;,249,390
null,427,8123,+6;,246,390
null,427,8122,+6;,249,390
null,427,8124,+6;,251,390
null,428,8123,+6;,253,390
null,428,8122,+6;,248,390
null,428,8124,+6;,252,390
null,429,8123,+6;,250,390
null,429,8122,+6;,254,390
null,429,8124,+6;,252,390
null,430,8123,+6;,252,390
null,430,8122,+6;,250,390
null,430,8124,+6;,248,390
null,431,8123,+6;,249,390
null,431,8122,+6;,253,390
null,431,8124,+6;,256,390
null,432,8123,+6;,258,390
null,432,8122,+6;,249,390
null,432,8124,+6;,261,390
null,433,8123,+6;,262,390
null,433,8122,+6;,259,390
null,433,8124,+6;,255,390
null,434,8123,+6;,258,390
null,434,8122,+6;,264,390
null,434,8124,+6;,260,390
null,435,8123,+6;,256,390
null,435,8122,+6;,254,390
null,435,8124,+6;,255,390
null,436,8123,+6;,254,390
null,436,8122,+6;,255,390
null,436,8124,+6;,256,390
null,437,8123,+6;,257,390
null,437,8122,+6;,256,390
null,437,8124,+6;,259,390
null,438,8123,+6;,261,390
null,438,8122,+6;,259,390
null,438,8124,+6;,264,390
null,439,8123,+6;,262,390
null,439,8122,+6;,258,390
null,439,8124,+6;,257,390
null,440,8123,+6;,255,390
null,440,8122,+6;,260,390
null,440,8124,+6;,249,390
null,441,8123,+6;,247,390
null,441,8122,+6;,253,390
null,441,8124,+6;,248,390
null,442,8123,+6;,244,390
null,442,8122,+6;,243,390
null,442,8124,+6;,251,390
null,443,8123,+6;,257,390
null,443,8122,+6;,250,390
null,443,8124,+6;,254,390
null,444,8123,+6;,256,390
null,444,8122,+6;,259,390
null,444,8124,+6;,255,390
null,445,8123,+6;,250,390
null,445,8122,+6;,250,390
null,445,8124,+6;,247,390
null,446,8123,+6;,246,390
null,446,8122,+6;,249,390
null,446,8124,+6;,249,390
null,447,8123,+6;,247,390
null,447,8122,+6;,244,390
null,447,8124,+6;,246,390
null,448,8123,+6;,246,390
null,448,8122,+6;,247,390
null,448,8124,+6;,243,390
null,449,8123,+6;,244,390
null,449,8122,+6;,246,390
null,449,8124,+6;,250,390
null,450,8123,+6;,254,390
null,450,8122,+6;,248,390
null,450,8124,+6;,250,390
null,451,8123,+6;,241,390
null,451,8122,+6;,245,390
null,451,8124,+6;,237,390
null,452,8123,+6;,237,390
null,452,8122,+6;,242,390
null,452,8124,+6;,234,390
null,453,8123,+6;,237,390
null,453,8122,+6;,241,390
null,453,8124,+6;,238,390
null,454,8123,+6;,240,390
null,454,8122,+6;,240,390
null,454,8124,+6;,241,390
null,455,8123,+6;,243,390
null,455,8122,+6;,242,390
null,455,8124,+6;,247,390
null,456,8123,+6;,244,390
null,456,8122,+6;,240,390
null,456,8124,+6;,242,390
null,457,8123,+6;,239,390
null,457,8122,+6;,240,390
null,457,8124,+6;,242,390
null,458,8123,+6;,240,390
null,458,8122,+6;,237,390
null,458,8124,+6;,243,390
null,459,8123,+6;,243,390
null,459,8122,+6;,241,390
null,459,8124,+6;,245,390
null,460,8123,+6;,246,390
null,460,8122,+6;,243,390
null,460,8124,+6;,245,390
null,461,8123,+6;,242,390
null,461,8122,+6;,244,390
null,461,8124,+6;,238,390
null,462,8123,+6;,243,390
null,462,8122,+6;,247,390
null,462,8124,+6;,249,390
null,463,8123,+6;,249,390
null,463,8122,+6;,243,390
null,463,8124,+6;,245,390
null,464,8123,+6;,241,390
null,464,8122,+6;,245,390
null,464,8124,+6;,240,390
null,465,8123,+6;,234,390
null,465,8122,+6;,236,390
null,465,8124,+6;,227,390
null,466,8123,+6;,223,390
null,466,8122,+6;,230,390
null,466,8124,+6;,224,390
null,467,8123,+6;,223,390
null,467,8122,+6;,222,390
null,467,8124,+6;,220,390
null,468,8123,+6;,228,390
null,468,8122,+6;,231,390
null,468,8124,+6;,226,390
null,469,8123,+6;,224,390
null,469,8122,+6;,226,390
null,469,8124,+6;,229,390
null,470,8123,+6;,228,390
null,470,8122,+6;,224,390
null,470,8124,+6;,230,390
null,471,8123,+6;,228,390
null,471,8122,+6;,226,390
null,471,8124,+6;,227,390
null,472,8123,+6;,230,390
null,472,8122,+6;,231,390
null,472,8124,+6;,228,390
null,473,8123,+6;,229,390
null,473,8122,+6;,231,390
null,473,8124,+6;,226,390
null,474,8123,+6;,220,390
null,474,8122,+6;,223,390
null,474,8124,+6;,224,390
null,475,8123,+6;,223,390
null,475,8122,+6;,219,390
null,475,8124,+6;,220,390
null,476,8123,+6;,222,390
null,476,8122,+6;,225,390
null,476,8124,+6;,223,390
null,477,8123,+6;,223,390
null,477,8122,+6;,224,390
null,477,8124,+6;,221,390
null,478,8123,+6;,218,390
null,478,8122,+6;,221,390
null,478,8124,+6;,212,390
null,479,8123,+6;,212,390
null,479,8122,+6;,218,390
null,479,8124,+6;,217,390
null,480,8123,+6;,215,390
null,480,8122,+6;,210,390
null,480,8124,+6;,212,390
null,481,8123,+6;,215,390
null,481,8122,+6;,218,390
null,481,8124,+6;,215,390
null,482,8123,+6;,211,390
null,482,8122,+6;,211,390
null,482,8124,+6;,211,390
null,483,8123,+6;,211,390
null,483,8122,+6;,213,390
null,483,8124,+6;,210,390
null,484,8123,+6;,210,390
null,484,8122,+6;,211,390
null,484,8124,+6;,207,390
null,485,8123,+6;,205,390
null,485,8122,+6;,208,390
null,485,8124,+6;,204,390
null,486,8123,+6;,202,390
null,486,8122,+6;,203,390
null,486,8124,+6;,202,390
null,487,8123,+6;,202,390
null,487,8122,+6;,203,390
null,487,8124,+6;,197,390
null,488,8123,+6;,188,390
null,488,8122,+6;,193,390
null,488,8124,+6;,183,390
null,489,8123,+6;,176,390
null,489,8122,+6;,181,390
null,489,8124,+6;,176,390
null,490,8123,+6;,172,390
null,490,8122,+6;,175,390
null,490,8124,+6;,168,390
null,491,8123,+6;,163,390
null,491,8122,+6;,165,390
null,491,8124,+6;,157,390
null,492,8123,+6;,152,390
null,492,8122,+6;,158,390
null,492,8124,+6;,151,390
null,493,8123,+6;,148,390
null,493,8122,+6;,150,390
null,493,8124,+6;,142,390
null,494,8123,+6;,135,390
null,494,8122,+6;,143,390
null,494,8124,+6;,131,390
null,495,8123,+6;,125,390
null,495,8122,+6;,129,390
null,495,8124,+6;,115,390
null,496,8123,+6;,112,390
null,496,8122,+6;,123,390
null,496,8124,+6;,99,390
null,497,8123,+6;,91,390
null,497,8122,+6;,104,390
null,497,8124,+6;,79,390
null,498,8123,+6;,65,390
null,498,8122,+6;,76,390
null,498,8124,+6;,59,390
null,499,8123,+6;,49,390
null,499,8122,+6;,55,390
null,499,8124,+6;,32,390
null,500,8123,+6;,17,390
null,500,8122,+6;,35,390
null,500,8124,+6;,36,390
null,501,8123,+6;,50,390
null,501,8122,+6;,33,390
null,501,8124,+6;,66,390
null,502,8123,+6;,80,390
null,502,8122,+6;,65,390
null,502,8124,+6;,87,390
null,503,8123,+6;,97,390
null,503,8122,+6;,90,390
null,503,8124,+6;,101,390
null,504,8123,+6;,106,390
null,504,8122,+6;,102,390
null,504,8124,+6;,115,390
null,505,8123,+6;,119,390
null,505,8122,+6;,110,390
null,505,8124,+6;,127,390
null,506,8123,+6;,126,390
null,506,8122,+6;,120,390
null,506,8124,+6;,134,390
null,507,8123,+6;,136,390
null,507,8122,+6;,130,390
null,507,8124,+6;,144,390
null,508,8123,+6;,149,390
null,508,8122,+6;,144,390
null,508,8124,+6;,154,390
null,509,8123,+6;,160,390
null,509,8122,+6;,154,390
null,509,8124,+6;,169,390
null,510,8123,+6;,171,390
null,510,8122,+6;,162,390
null,510,8124,+6;,178,390
null,511,8123,+6;,178,390
null,511,8122,+6;,172,390
null,511,8124,+6;,183,390
null,512,8123,+6;,190,390
null,512,8122,+6;,184,390
null,512,8124,+6;,198,390
null,513,8123,+6;,204,390
null,513,8122,+6;,195,390
null,513,8124,+6;,202,390
null,514,8123,+6;,203,390
null,514,8122,+6;,206,390
